Run	BioSample	AvgSpotLen	Bases	Bytes	DONOR_AGE	Experiment	gender	GEO_Accession	inferred_cell_type	create_date	version	Sample Name
"SRR3562356"	"SAMN05159490"	127	"147.51 M"	"66.40 Mb"	21	"SRX1787968"	"male"	"GSM2172026"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172026"
"SRR3562357"	"SAMN05159491"	127	"379.16 M"	"172.84 Mb"	21	"SRX1787969"	"male"	"GSM2172027"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172027"
"SRR3562358"	"SAMN05159492"	127	"109.51 M"	"49.70 Mb"	21	"SRX1787970"	"male"	"GSM2172028"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172028"
"SRR3562359"	"SAMN05159624"	127	"202.95 M"	"90.39 Mb"	21	"SRX1787971"	"male"	"GSM2172029"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172029"
"SRR3562360"	"SAMN05159489"	127	"224.96 M"	"99.99 Mb"	21	"SRX1787972"	"male"	"GSM2172030"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172030"
"SRR3562361"	"SAMN05159625"	127	"163.40 M"	"74.14 Mb"	21	"SRX1787973"	"male"	"GSM2172031"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172031"
"SRR3562362"	"SAMN05159626"	127	"262.33 M"	"117.20 Mb"	21	"SRX1787974"	"male"	"GSM2172032"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172032"
"SRR3562363"	"SAMN05159627"	127	"268.84 M"	"120.55 Mb"	21	"SRX1787975"	"male"	"GSM2172033"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172033"
"SRR3562364"	"SAMN05159628"	128	"190.07 M"	"84.70 Mb"	21	"SRX1787976"	"male"	"GSM2172034"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172034"
"SRR3562365"	"SAMN05159629"	127	"157.99 M"	"70.78 Mb"	21	"SRX1787977"	"male"	"GSM2172035"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172035"
"SRR3562366"	"SAMN05159630"	128	"209.29 M"	"93.76 Mb"	21	"SRX1787978"	"male"	"GSM2172036"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172036"
"SRR3562367"	"SAMN05159631"	127	"308.73 M"	"138.73 Mb"	21	"SRX1787979"	"male"	"GSM2172037"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172037"
"SRR3562368"	"SAMN05159632"	127	"284.72 M"	"129.16 Mb"	21	"SRX1787980"	"male"	"GSM2172038"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172038"
"SRR3562369"	"SAMN05159633"	127	"295.02 M"	"133.54 Mb"	21	"SRX1787981"	"male"	"GSM2172039"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172039"
"SRR3562370"	"SAMN05159634"	127	"292.69 M"	"131.22 Mb"	21	"SRX1787982"	"male"	"GSM2172040"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172040"
"SRR3562371"	"SAMN05159635"	127	"231.59 M"	"103.13 Mb"	21	"SRX1787983"	"male"	"GSM2172041"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172041"
"SRR3562372"	"SAMN05159636"	128	"145.11 M"	"65.52 Mb"	21	"SRX1787984"	"male"	"GSM2172042"	"unsure"	"2016-05-2021:41:00Z"	1	"GSM2172042"
"SRR3562373"	"SAMN05159637"	127	"207.04 M"	"93.11 Mb"	21	"SRX1787985"	"male"	"GSM2172043"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172043"
"SRR3562374"	"SAMN05159638"	128	"225.21 M"	"100.48 Mb"	21	"SRX1787986"	"male"	"GSM2172044"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172044"
"SRR3562375"	"SAMN05159639"	127	"314.27 M"	"142.52 Mb"	21	"SRX1787987"	"male"	"GSM2172045"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172045"
"SRR3562376"	"SAMN05159640"	128	"292.99 M"	"130.15 Mb"	21	"SRX1787988"	"male"	"GSM2172046"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172046"
"SRR3562377"	"SAMN05159641"	127	"238.79 M"	"106.89 Mb"	21	"SRX1787989"	"male"	"GSM2172047"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172047"
"SRR3562378"	"SAMN05159642"	127	"203.09 M"	"92.01 Mb"	21	"SRX1787990"	"male"	"GSM2172048"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172048"
"SRR3562379"	"SAMN05159643"	127	"283.26 M"	"128.25 Mb"	21	"SRX1787991"	"male"	"GSM2172049"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172049"
"SRR3562380"	"SAMN05159644"	127	"315.96 M"	"140.50 Mb"	21	"SRX1787992"	"male"	"GSM2172050"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172050"
"SRR3562381"	"SAMN05159645"	128	"256.26 M"	"114.97 Mb"	21	"SRX1787993"	"male"	"GSM2172051"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172051"
"SRR3562382"	"SAMN05159646"	127	"345.44 M"	"154.57 Mb"	21	"SRX1787994"	"male"	"GSM2172052"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172052"
"SRR3562383"	"SAMN05159647"	127	"402.15 M"	"179.93 Mb"	21	"SRX1787995"	"male"	"GSM2172053"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172053"
"SRR3562384"	"SAMN05159648"	127	"116.31 M"	"51.68 Mb"	21	"SRX1787996"	"male"	"GSM2172054"	"alpha"	"2016-05-2021:41:00Z"	1	"GSM2172054"
"SRR3562385"	"SAMN05159649"	127	"281.87 M"	"126.00 Mb"	21	"SRX1787997"	"male"	"GSM2172055"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172055"
"SRR3562386"	"SAMN05159650"	127	"349.81 M"	"156.62 Mb"	21	"SRX1787998"	"male"	"GSM2172056"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172056"
"SRR3562387"	"SAMN05159653"	127	"224.80 M"	"101.45 Mb"	21	"SRX1787999"	"male"	"GSM2172057"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172057"
"SRR3562388"	"SAMN05159175"	128	"188.02 M"	"83.61 Mb"	21	"SRX1788000"	"male"	"GSM2172058"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172058"
"SRR3562389"	"SAMN05159176"	127	"231.34 M"	"103.97 Mb"	21	"SRX1788001"	"male"	"GSM2172059"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172059"
"SRR3562390"	"SAMN05159651"	127	"291.53 M"	"130.58 Mb"	21	"SRX1788002"	"male"	"GSM2172060"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172060"
"SRR3562391"	"SAMN05159652"	127	"181.56 M"	"81.54 Mb"	21	"SRX1788003"	"male"	"GSM2172061"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172061"
"SRR3562392"	"SAMN05159177"	127	"206.30 M"	"92.60 Mb"	21	"SRX1788004"	"male"	"GSM2172062"	"delta"	"2016-05-2021:42:00Z"	1	"GSM2172062"
"SRR3562393"	"SAMN05159178"	127	"306.72 M"	"136.37 Mb"	21	"SRX1788005"	"male"	"GSM2172063"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172063"
"SRR3562394"	"SAMN05159179"	127	"257.61 M"	"115.62 Mb"	21	"SRX1788006"	"male"	"GSM2172064"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172064"
"SRR3562395"	"SAMN05159180"	127	"386.44 M"	"171.67 Mb"	21	"SRX1788007"	"male"	"GSM2172065"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172065"
"SRR3562396"	"SAMN05159181"	127	"291.18 M"	"133.26 Mb"	21	"SRX1788008"	"male"	"GSM2172066"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172066"
"SRR3562397"	"SAMN05159182"	127	"320.82 M"	"146.95 Mb"	21	"SRX1788009"	"male"	"GSM2172067"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172067"
"SRR3562398"	"SAMN05159183"	127	"170.51 M"	"75.89 Mb"	21	"SRX1788010"	"male"	"GSM2172068"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172068"
"SRR3562399"	"SAMN05159184"	127	"246.19 M"	"110.56 Mb"	21	"SRX1788011"	"male"	"GSM2172069"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172069"
"SRR3562400"	"SAMN05159185"	127	"325.90 M"	"148.38 Mb"	21	"SRX1788012"	"male"	"GSM2172070"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172070"
"SRR3562401"	"SAMN05159186"	127	"205.63 M"	"93.29 Mb"	21	"SRX1788013"	"male"	"GSM2172071"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172071"
"SRR3562402"	"SAMN05159187"	127	"203.49 M"	"92.37 Mb"	21	"SRX1788014"	"male"	"GSM2172072"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172072"
"SRR3562403"	"SAMN05159188"	127	"446.02 M"	"198.04 Mb"	21	"SRX1788015"	"male"	"GSM2172073"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172073"
"SRR3562404"	"SAMN05159189"	127	"422.69 M"	"188.68 Mb"	21	"SRX1788016"	"male"	"GSM2172074"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172074"
"SRR3562405"	"SAMN05159190"	127	"190.11 M"	"85.50 Mb"	21	"SRX1788017"	"male"	"GSM2172075"	"beta"	"2016-05-2021:42:00Z"	1	"GSM2172075"
"SRR3562406"	"SAMN05159191"	127	"282.83 M"	"126.72 Mb"	21	"SRX1788018"	"male"	"GSM2172076"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172076"
"SRR3562407"	"SAMN05159192"	127	"330.78 M"	"148.68 Mb"	21	"SRX1788019"	"male"	"GSM2172077"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172077"
"SRR3562408"	"SAMN05159193"	128	"162.46 M"	"73.27 Mb"	21	"SRX1788020"	"male"	"GSM2172078"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172078"
"SRR3562409"	"SAMN05159194"	127	"326.10 M"	"146.37 Mb"	21	"SRX1788021"	"male"	"GSM2172079"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172079"
"SRR3562410"	"SAMN05159195"	127	"277.21 M"	"123.75 Mb"	21	"SRX1788022"	"male"	"GSM2172080"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172080"
"SRR3562411"	"SAMN05159196"	127	"250.64 M"	"113.83 Mb"	21	"SRX1788023"	"male"	"GSM2172081"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172081"
"SRR3562412"	"SAMN05159197"	127	"357.87 M"	"158.96 Mb"	21	"SRX1788024"	"male"	"GSM2172082"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172082"
"SRR3562413"	"SAMN05159198"	127	"232.95 M"	"103.67 Mb"	21	"SRX1788025"	"male"	"GSM2172083"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172083"
"SRR3562414"	"SAMN05159199"	127	"244.96 M"	"109.46 Mb"	21	"SRX1788026"	"male"	"GSM2172084"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172084"
"SRR3562415"	"SAMN05159200"	127	"352.73 M"	"158.55 Mb"	21	"SRX1788027"	"male"	"GSM2172085"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172085"
"SRR3562416"	"SAMN05159201"	127	"321.86 M"	"145.73 Mb"	21	"SRX1788028"	"male"	"GSM2172086"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172086"
"SRR3562417"	"SAMN05159202"	127	"245.39 M"	"111.54 Mb"	21	"SRX1788029"	"male"	"GSM2172087"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172087"
"SRR3562418"	"SAMN05159203"	127	"306.56 M"	"137.19 Mb"	21	"SRX1788030"	"male"	"GSM2172088"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172088"
"SRR3562419"	"SAMN05159204"	127	"208.19 M"	"93.57 Mb"	21	"SRX1788031"	"male"	"GSM2172089"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172089"
"SRR3562420"	"SAMN05159774"	127	"246.20 M"	"111.46 Mb"	21	"SRX1788032"	"male"	"GSM2172090"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172090"
"SRR3562421"	"SAMN05159775"	128	"263.68 M"	"117.45 Mb"	21	"SRX1788033"	"male"	"GSM2172091"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172091"
"SRR3562422"	"SAMN05159776"	127	"359.03 M"	"160.51 Mb"	21	"SRX1788034"	"male"	"GSM2172092"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172092"
"SRR3562423"	"SAMN05159777"	127	"259.58 M"	"115.66 Mb"	21	"SRX1788035"	"male"	"GSM2172093"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172093"
"SRR3562424"	"SAMN05159778"	127	"235.24 M"	"104.86 Mb"	21	"SRX1788036"	"male"	"GSM2172094"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172094"
"SRR3562425"	"SAMN05159779"	127	"407.90 M"	"181.04 Mb"	21	"SRX1788037"	"male"	"GSM2172095"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172095"
"SRR3562426"	"SAMN05159780"	127	"181.41 M"	"81.05 Mb"	21	"SRX1788038"	"male"	"GSM2172096"	"alpha"	"2016-05-2021:42:00Z"	1	"GSM2172096"
"SRR3562427"	"SAMN05159781"	127	"183.11 M"	"82.32 Mb"	21	"SRX1788039"	"male"	"GSM2172097"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172097"
"SRR3562428"	"SAMN05159782"	127	"368.05 M"	"164.61 Mb"	21	"SRX1788040"	"male"	"GSM2172098"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172098"
"SRR3562429"	"SAMN05159783"	127	"235.31 M"	"107.05 Mb"	21	"SRX1788041"	"male"	"GSM2172099"	"delta"	"2016-05-2021:43:00Z"	1	"GSM2172099"
"SRR3562430"	"SAMN05159784"	127	"200.54 M"	"89.12 Mb"	21	"SRX1788042"	"male"	"GSM2172100"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172100"
"SRR3562431"	"SAMN05159785"	127	"364.07 M"	"160.98 Mb"	21	"SRX1788043"	"male"	"GSM2172101"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172101"
"SRR3562432"	"SAMN05159786"	127	"345.20 M"	"153.14 Mb"	21	"SRX1788044"	"male"	"GSM2172102"	"beta"	"2016-05-2021:43:00Z"	1	"GSM2172102"
"SRR3562433"	"SAMN05159787"	127	"177.82 M"	"79.76 Mb"	21	"SRX1788045"	"male"	"GSM2172103"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172103"
"SRR3562434"	"SAMN05159788"	127	"237.38 M"	"106.03 Mb"	21	"SRX1788046"	"male"	"GSM2172104"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172104"
"SRR3562435"	"SAMN05159789"	127	"257.26 M"	"116.71 Mb"	21	"SRX1788047"	"male"	"GSM2172105"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172105"
"SRR3562436"	"SAMN05159790"	127	"250.40 M"	"112.91 Mb"	21	"SRX1788048"	"male"	"GSM2172106"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172106"
"SRR3562437"	"SAMN05159791"	127	"347.49 M"	"154.28 Mb"	21	"SRX1788049"	"male"	"GSM2172107"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172107"
"SRR3562438"	"SAMN05159792"	127	"607.54 M"	"272.57 Mb"	21	"SRX1788050"	"male"	"GSM2172108"	"delta"	"2016-05-2021:44:00Z"	1	"GSM2172108"
"SRR3562439"	"SAMN05159793"	127	"168.95 M"	"76.20 Mb"	21	"SRX1788051"	"male"	"GSM2172109"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172109"
"SRR3562440"	"SAMN05159794"	127	"417.04 M"	"186.37 Mb"	21	"SRX1788052"	"male"	"GSM2172110"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172110"
"SRR3562441"	"SAMN05159795"	127	"365.43 M"	"161.39 Mb"	21	"SRX1788053"	"male"	"GSM2172111"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172111"
"SRR3562442"	"SAMN05159796"	127	"344.00 M"	"153.40 Mb"	21	"SRX1788054"	"male"	"GSM2172112"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172112"
"SRR3562443"	"SAMN05159797"	127	"195.14 M"	"88.42 Mb"	21	"SRX1788055"	"male"	"GSM2172113"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172113"
"SRR3562444"	"SAMN05159798"	127	"188.16 M"	"84.76 Mb"	21	"SRX1788056"	"male"	"GSM2172114"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172114"
"SRR3562445"	"SAMN05159799"	127	"305.13 M"	"137.32 Mb"	21	"SRX1788057"	"male"	"GSM2172115"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172115"
"SRR3562446"	"SAMN05159801"	128	"269.21 M"	"119.90 Mb"	21	"SRX1788058"	"male"	"GSM2172116"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172116"
"SRR3562447"	"SAMN05159802"	127	"236.37 M"	"104.91 Mb"	21	"SRX1788059"	"male"	"GSM2172117"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172117"
"SRR3562448"	"SAMN05159803"	128	"173.13 M"	"78.07 Mb"	21	"SRX1788060"	"male"	"GSM2172118"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172118"
"SRR3562449"	"SAMN05159583"	127	"384.30 M"	"170.30 Mb"	21	"SRX1788061"	"male"	"GSM2172119"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172119"
"SRR3562450"	"SAMN05159800"	127	"355.87 M"	"158.29 Mb"	21	"SRX1788062"	"male"	"GSM2172120"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172120"
"SRR3562451"	"SAMN05159584"	127	"355.77 M"	"160.32 Mb"	21	"SRX1788063"	"male"	"GSM2172121"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172121"
"SRR3562452"	"SAMN05159585"	127	"366.15 M"	"163.42 Mb"	21	"SRX1788064"	"male"	"GSM2172122"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172122"
"SRR3562453"	"SAMN05159586"	127	"237.85 M"	"106.01 Mb"	21	"SRX1788065"	"male"	"GSM2172123"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172123"
"SRR3562454"	"SAMN05159587"	127	"160.99 M"	"72.52 Mb"	21	"SRX1788066"	"male"	"GSM2172124"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172124"
"SRR3562455"	"SAMN05159588"	127	"288.24 M"	"129.52 Mb"	21	"SRX1788067"	"male"	"GSM2172125"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172125"
"SRR3562456"	"SAMN05159589"	127	"215.88 M"	"96.14 Mb"	21	"SRX1788068"	"male"	"GSM2172126"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172126"
"SRR3562457"	"SAMN05159590"	127	"189.64 M"	"86.24 Mb"	21	"SRX1788069"	"male"	"GSM2172127"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172127"
"SRR3562458"	"SAMN05159591"	127	"372.20 M"	"166.67 Mb"	21	"SRX1788070"	"male"	"GSM2172128"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172128"
"SRR3562459"	"SAMN05159592"	127	"326.08 M"	"147.08 Mb"	21	"SRX1788071"	"male"	"GSM2172129"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172129"
"SRR3562460"	"SAMN05159593"	127	"275.04 M"	"124.38 Mb"	21	"SRX1788072"	"male"	"GSM2172130"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172130"
"SRR3562461"	"SAMN05159594"	127	"182.54 M"	"83.19 Mb"	21	"SRX1788073"	"male"	"GSM2172131"	"delta"	"2016-05-2021:43:00Z"	1	"GSM2172131"
"SRR3562462"	"SAMN05159595"	127	"188.39 M"	"85.03 Mb"	21	"SRX1788074"	"male"	"GSM2172132"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172132"
"SRR3562463"	"SAMN05159596"	128	"134.18 M"	"60.48 Mb"	21	"SRX1788075"	"male"	"GSM2172133"	"unsure"	"2016-05-2021:42:00Z"	1	"GSM2172133"
"SRR3562464"	"SAMN05159597"	127	"343.68 M"	"153.84 Mb"	21	"SRX1788076"	"male"	"GSM2172134"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172134"
"SRR3562465"	"SAMN05159598"	127	"358.69 M"	"159.45 Mb"	21	"SRX1788077"	"male"	"GSM2172135"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172135"
"SRR3562466"	"SAMN05159599"	127	"261.16 M"	"116.39 Mb"	21	"SRX1788078"	"male"	"GSM2172136"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172136"
"SRR3562467"	"SAMN05159600"	127	"450.57 M"	"200.47 Mb"	21	"SRX1788079"	"male"	"GSM2172137"	"alpha"	"2016-05-2021:44:00Z"	1	"GSM2172137"
"SRR3562468"	"SAMN05159601"	127	"314.93 M"	"139.70 Mb"	21	"SRX1788080"	"male"	"GSM2172138"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172138"
"SRR3562469"	"SAMN05159602"	127	"318.98 M"	"142.20 Mb"	21	"SRX1788081"	"male"	"GSM2172139"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172139"
"SRR3562470"	"SAMN05159603"	127	"170.72 M"	"76.29 Mb"	21	"SRX1788082"	"male"	"GSM2172140"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172140"
"SRR3562471"	"SAMN05159604"	127	"356.29 M"	"158.21 Mb"	21	"SRX1788083"	"male"	"GSM2172141"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172141"
"SRR3562472"	"SAMN05159605"	127	"259.08 M"	"116.01 Mb"	21	"SRX1788084"	"male"	"GSM2172142"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172142"
"SRR3562473"	"SAMN05159606"	127	"327.90 M"	"145.43 Mb"	21	"SRX1788085"	"male"	"GSM2172143"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172143"
"SRR3562474"	"SAMN05159607"	127	"415.40 M"	"185.19 Mb"	21	"SRX1788086"	"male"	"GSM2172144"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172144"
"SRR3562475"	"SAMN05159608"	127	"367.89 M"	"163.55 Mb"	21	"SRX1788087"	"male"	"GSM2172145"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172145"
"SRR3562476"	"SAMN05159609"	127	"425.12 M"	"190.33 Mb"	21	"SRX1788088"	"male"	"GSM2172146"	"unsure"	"2016-05-2021:44:00Z"	1	"GSM2172146"
"SRR3562477"	"SAMN05159610"	127	"270.18 M"	"123.37 Mb"	21	"SRX1788089"	"male"	"GSM2172147"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172147"
"SRR3562478"	"SAMN05159611"	127	"286.87 M"	"128.61 Mb"	21	"SRX1788090"	"male"	"GSM2172148"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172148"
"SRR3562479"	"SAMN05159616"	128	"396.09 M"	"178.11 Mb"	21	"SRX1788091"	"male"	"GSM2172149"	"alpha"	"2016-05-2021:44:00Z"	1	"GSM2172149"
"SRR3562480"	"SAMN05159612"	128	"277.04 M"	"123.63 Mb"	21	"SRX1788092"	"male"	"GSM2172150"	"alpha"	"2016-05-2021:44:00Z"	1	"GSM2172150"
"SRR3562481"	"SAMN05159613"	127	"66.27 M"	"29.54 Mb"	21	"SRX1788093"	"male"	"GSM2172151"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172151"
"SRR3562482"	"SAMN05159614"	127	"185.10 M"	"83.08 Mb"	21	"SRX1788094"	"male"	"GSM2172152"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172152"
"SRR3562483"	"SAMN05159615"	127	"306.09 M"	"138.47 Mb"	21	"SRX1788095"	"male"	"GSM2172153"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172153"
"SRR3562484"	"SAMN05159617"	127	"227.06 M"	"103.54 Mb"	21	"SRX1788096"	"male"	"GSM2172154"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172154"
"SRR3562485"	"SAMN05159618"	127	"79.77 M"	"36.17 Mb"	21	"SRX1788097"	"male"	"GSM2172155"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172155"
"SRR3562486"	"SAMN05159619"	127	"146.74 M"	"66.18 Mb"	21	"SRX1788098"	"male"	"GSM2172156"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172156"
"SRR3562487"	"SAMN05159620"	127	"279.40 M"	"126.78 Mb"	21	"SRX1788099"	"male"	"GSM2172157"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172157"
"SRR3562488"	"SAMN05159621"	128	"156.98 M"	"70.25 Mb"	21	"SRX1788100"	"male"	"GSM2172158"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172158"
"SRR3562489"	"SAMN05159622"	127	"231.62 M"	"103.11 Mb"	21	"SRX1788101"	"male"	"GSM2172159"	"delta"	"2016-05-2021:43:00Z"	1	"GSM2172159"
"SRR3562490"	"SAMN05159623"	128	"157.63 M"	"69.34 Mb"	21	"SRX1788102"	"male"	"GSM2172160"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172160"
"SRR3562491"	"SAMN05159553"	127	"259.17 M"	"117.34 Mb"	21	"SRX1788103"	"male"	"GSM2172161"	"unsure"	"2016-05-2021:43:00Z"	1	"GSM2172161"
"SRR3562492"	"SAMN05159554"	127	"252.59 M"	"115.31 Mb"	21	"SRX1788104"	"male"	"GSM2172162"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172162"
"SRR3562493"	"SAMN05159555"	127	"380.84 M"	"169.87 Mb"	21	"SRX1788105"	"male"	"GSM2172163"	"unsure"	"2016-05-2021:44:00Z"	1	"GSM2172163"
"SRR3562494"	"SAMN05159556"	127	"194.60 M"	"86.47 Mb"	21	"SRX1788106"	"male"	"GSM2172164"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172164"
"SRR3562495"	"SAMN05159557"	127	"355.43 M"	"157.00 Mb"	21	"SRX1788107"	"male"	"GSM2172165"	"alpha"	"2016-05-2021:44:00Z"	1	"GSM2172165"
"SRR3562496"	"SAMN05159558"	128	"168.80 M"	"75.31 Mb"	21	"SRX1788108"	"male"	"GSM2172166"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172166"
"SRR3562497"	"SAMN05159559"	127	"167.05 M"	"74.29 Mb"	21	"SRX1788109"	"male"	"GSM2172167"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172167"
"SRR3562498"	"SAMN05159560"	127	"319.78 M"	"142.72 Mb"	21	"SRX1788110"	"male"	"GSM2172168"	"unsure"	"2016-05-2021:44:00Z"	1	"GSM2172168"
"SRR3562499"	"SAMN05159561"	127	"355.66 M"	"158.91 Mb"	21	"SRX1788111"	"male"	"GSM2172169"	"unsure"	"2016-05-2021:44:00Z"	1	"GSM2172169"
"SRR3562500"	"SAMN05159562"	128	"250.80 M"	"111.90 Mb"	21	"SRX1788112"	"male"	"GSM2172170"	"alpha"	"2016-05-2021:43:00Z"	1	"GSM2172170"
